,ini,-0.12,-0.26,-0.76,-1.5,-2.5,-3.5,-4.5
1,0.003420031,0.0005232,0.001283,0.002914,0.003415,0.00342,0.00342,0.00342
1,0.004094531,0.0006264,0.001536,0.003489,0.004088,0.004095,0.004095,0.004095
1,0.004094531,0.0006264,0.001536,0.003489,0.004088,0.004095,0.004095,0.004095
1,0.003988031,0.0006101,0.001496,0.003398,0.003982,0.003988,0.003988,0.003988
1,0.004094531,0.0006264,0.001536,0.003489,0.004088,0.004095,0.004095,0.004095
1,0.003988031,0.0006101,0.001496,0.003398,0.003982,0.003988,0.003988,0.003988
1,0.003242531,0.000496,0.001216,0.002763,0.003237,0.003242,0.003242,0.003242
1,0.003242531,0.000496,0.001216,0.002763,0.003237,0.003242,0.003242,0.003242
1,0.003704031,0.0005666,0.001389,0.003156,0.003698,0.003704,0.003704,0.003704
1,0.003242531,0.000496,0.001216,0.002763,0.003237,0.003242,0.003242,0.003242
1,0.003704031,0.0005666,0.001389,0.003156,0.003698,0.003704,0.003704,0.003704
1,0.003810531,0.0005829,0.001429,0.003247,0.003805,0.00381,0.00381,0.00381
1,0.003810531,0.0005829,0.001429,0.003247,0.003805,0.00381,0.00381,0.00381
1,0.003136031,0.0004797,0.001176,0.002672,0.003131,0.003136,0.003136,0.003136
